"docid","recordid","oclc","locnum","includedbc","author","authordate","imprint","inferreddate","firstpub","place","enumcron","subjects","genres","title"
"uc1.$b470337",9006932,712582,"PZ1.M3038St","taggedsf","Mansfield, Roger.",,"Oxford|New York|Pergamon Press|1967, i.e. 1968",1968,,"enk",,"Science fiction","Fiction","The starlit corridor; | modern science fiction, short stories, and poems."
"mdp.39015049634820",660294,461944,"PZ3.A8316Pe4","fuzzymatch","Asimov, Isaac,","1920-1992.","London|Sidgwick & Jackson|1968.",1968,,"enk",,,"Fiction","Pebble in the sky: | science fiction."
"mdp.39015024078472",1026927,449140,"PZ1.K745ToPS645","taggedsf","Knight, Damon,","1922-2002.","New York|Simon & Shuster|1968",1968,,"nyu",,"Science fiction","Fiction","Toward infinity; | 9 science fiction tales, | $c: edited by Damon Knight."
"uc1.b3582077",358452,615987,"PZ4.B285Un","fuzzymatch","Barthelme, Donald.",,"New York|Farrar, Straus and Giroux|1968",1968,,"nyu",,,"Fiction","Unspeakable practices, unnatural acts."
"uc1.32106002168356",7129534,10297,,"taggedsf","Ellison, Harlan.",,"New York|Trident Press|1968",1968,,"nyu",,"Science fiction, American","Fiction","Love ain't nothing but sex misspelled; | twenty-two stories."
"mdp.39015054063790",1059388,439636,"PZ1.M274Rv","taggedsf","Magidoff, Robert,","1905-1970.","New York|New York University Press|1968.",1968,,"nyu",,"Translations into English|Science fiction, Russian","Fiction","Russian science fiction, 1968; | an anthology. | $c: Compiled and edited with an introd. by Robert Magidoff. Translated by Helen Jacobson."
"uc1.b3482880",6663799,438134,"PZ3.C86153Pl5","fuzzymatch","Creasey, John.",,"New York|Walker|1968, c1958",1968,,"nyu",,,"Fiction","The plague of silence."
"mdp.39015025124440",1187832,443856,"PZ4.W1874DoPS3573.A4258","oclcid","Wallace, Ian.",,"New York|Putnam|1968",1968,,"nyu",,,"Fiction","Dr. Orpheus; a downtime myth."
"mdp.39015038916857",628440,449499,"PZ3.C551205Tw3PR6005.L36","fuzzymatch","Clarke, Arthur C. (Arthur Charles),","1917-2008","New York|New American Library|c1968",1968,,"nyu",,,"Fiction","2001: a space odyssey, | $c: by Arthur C. Clarke."
"mdp.49015001218255",4504795,704458590,,"taggedsf","Wyndham, John,","1903-1969.","Harmondsworth, England|Penguin Books|1968, 1965.",1968,,"enk",,"Science fiction, English","Fiction","Consider her ways & others"
"uc1.b2849235",7360725,28374,"PZ4.K63Oh3PS3561.L257","taggedsf","Tenn, William,","1920-","New York|Walker|1969, c1968",1968,,"nyu",,"Science fiction, American","Fiction","Of men and monsters | $c: [by] William Tenn."
"mdp.39015069130535",5401201,11121917,,"oclcid","Biggers, W. W.",,"New York|Ballantine Books|c1968.",1968,,"nyu",,,"Novel","The man inside"
"uc1.b3464504",6660297,13403904,,"fuzzymatch","Henry, Will,","1912-1991.","New York|W. Morrow|1968.",1968,,"nyu",,,"NotFiction","Genesis five"
"mdp.39015052467530",3520987,37684048,,"taggedsf","Le Guin, Ursula K.,","1929-","New York|Walker|c1969.",1969,,"nyu",,"Science fiction","Fiction","The left hand of darkness"
"uc1.$b401423",665426,4383,"PZ4.C689FuPS3553.O45","fuzzymatch","Cole, Burt,","1930-","Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,,"Fiction","The funco file."
"mdp.39015005888147",206087,56278362,,"fuzzymatch","Pohl, Frederik.",,"New York|Pocket Books|1977, c1969|(1st Pocket Books printing, December, 1977)",1969,,"nyu",,,"Fiction","The Starchild trilogy"
"uc1.$b120006",6611659,45616,"PZ4.W5846Al 1969PR6073.H494","fuzzymatch","White, James,","1928-1999.","New York|Walker|1969",1969,,"nyu",,,"Fiction","All judgment fled."
"mdp.39015014519063",123170,299615,,"fuzzymatch","Pohl, Frederik.",,"New York|Ballantine Books|c1965, 1969 printing.",1969,,"nyu",,,"Fiction","A plague of pythons"
"mdp.39015015375218",1003635,24470,"PZ5.S596ThPS648.S3","taggedsf","Silverberg, Robert.",,"New York|Meredith Press|1969",1969,,"nyu",,"Science fiction","Fiction","Three for tomorrow; | three original novellas of science fiction, | $c: by Robert Silverberg, Roger Zelazny, and James Blish. With a foreword by Arthur C. Clarke."
"mdp.39015053499847",3579021,15799942,,"fuzzymatch","Ballard, J. G.,","1930-2009.","London|Triad/Panther|1979, c1969|(1985 printing)",1969,,"enk",,,"Fiction","The atrocity exhibition"
"uc1.b2838670",7322177,36185,"PZ3.C592SmPS3505.L646","taggedsf","Clement, Hal,","1922-2003.","Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,"Science fiction, American","Fiction","Small changes"
"uc1.b3462022",6304683,4133,"PZ4.H319CapPS3558.A667","fuzzymatch","Harrison, Harry,","1925-","New York|Putnam|1969",1969,,"nyu",,,"Fiction","Captive universe."
"mdp.39015008199468",660549,34633,"PZ4.A549SatPS3551.N378","fuzzymatch","Anderson, Poul,","1926-2001.","Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,,"Fiction","Satan's world."
"mdp.39015004704550",420,45011,"PZ1.I5PR1307","oclcid",,,"London|Allison & Busby|1969.",1969,,"enk",,"Short stories","Fiction","The Inner landscape."
"mdp.39015014448818",775232,54901870,,"taggedsf","Delany, Samuel R.",,"Toronto|New York|Bantam Books|1969.",1969,,"onc",,"Science fiction","Fiction","Nova"
"mdp.39015020690858",395534,12231,"PZ4.C9178AnPS3553.R48","fuzzymatch","Crichton, Michael,","1942-2008.","New York|Knopf; [distributed by Random House|1969.",1969,,"nyu",,,"Fiction","The Andromeda strain."
"mdp.39015003629410",1030113,32626,"PZ4.Z456DamPS3576.E43","fuzzymatch","Zelazny, Roger.",,"New York|Putnam|1969",1969,,"nyu",,,"Fiction","Damnation alley."
"uc1.$b395377",9384658,24378,"PZ4.W2796Dj3PR6073.A723","fuzzymatch","Warner, Douglas.",,"Garden City, N.Y.|Published for the Crime Club by Doubleday|1969 [c1968",1969,,"nyu",,,"Fiction","Death on a warm wind."
"mdp.39015029412296",322907,6585225,,"taggedsf",,,"New York, N.Y.|Berkley|1969.",1969,,"nyu",,"Science fiction, American","UnknownGenre","The best SF stories from New Worlds,#2."
"uc1.$b399135",9383062,52154,"PZ1.S16CrPS648.S3","taggedsf","Santesson, Hans Stefan.",,"New York|Walker|1969",1969,,"nyu",,"Science fiction, American","Fiction","Crime prevention in the 30th century."
"uc1.b3435513",6294373,16749,"PZ7.C457Lo3","fuzzymatch","Christopher, John,","1922-","New York|Macmillan|1969",1969,,"nyu",,,"Fiction","The lotus caves."
"mdp.39015047760072",1375228,4392,"PZ4.D553NoPS3554.I328","fuzzymatch","Dickson, Gordon R.",,"Garden City, N.Y.|Doubleday|1969.",1969,,"nyu",,,"Fiction","None but man | $c: [by] Gordon R. Dickson."
"uc1.$b386778",9448852,61693,"PZ3.W465Fo12PR5774","fuzzymatch","Wells, H. G. (Herbert George),","1866-1946.","London|Distributed by Heron Books|1969.",1969,1904,"enk",,,"Fiction","The food of the gods | $c: [by] H. G. Wells, original illustrations by Graham Byfield."
"mdp.39015020709617",539418,1173507,,"oclcid","Dick, Philip K.",,"New York|Ace Books|c1969",1969,,"nyu",,,"Fiction","The preserving machine."
"mdp.39015012435783",449755,2437873,,"fuzzymatch","Anderson, Poul,","1926-2001.","New York|Avon|1969, c1952.",1969,,"nyu",,,"Fiction","Vault of the ages"
"uc1.32106002151782",7127657,7522653,,"fuzzymatch","Van Vogt, A. E. (Alfred Elton),","1912-2000","New York|Ace Pub. Corp.|1969, c1951",1969,,"   ",,,"NotFiction","The weapon shops of Isher, | $c: by A. E. van Vogt."
"mdp.39015005062321",621624,2312668,,"oclcid","Aldiss, Brian Wilson,","1925-","New York|Avon|c1969.",1969,,"nyu",,,"Fiction","Neanderthal planet"
"mdp.39015030710662",122693,33356,"PZ4.P748Ag3PS3566.O36","fuzzymatch","Pohl, Frederik.",,"New York|Ballantine Books|1969|(1st Balantine printing, October, 1969)",1969,,"nyu",,,"Fiction","The age of the pussyfoot."
"mdp.39015000549330",1376653,218558,"PZ4.P748AgPS3566.O36","fuzzymatch","Pohl, Frederik.",,"New York|Trident Press|1969",1969,,"nyu",,,"Fiction","The age of the pussyfoot. -"
"uc1.b3473021",6662078,6017,"PZ1.H247BfPS659","taggedsf","Harrison, Harry,","1925-","New York|Putnam|1969",1969,,"nyu",,"Science fiction","Fiction","Best SF: 1968. | $c: Edited by Harry Harrison and Brian W. Aldiss."
"uc1.$b800533",9952593,7531597,,"fuzzymatch","Warner, Douglas.",,"New York|Belmont|1970?",1969,,"nyu",,,"Fiction","Death on a warm wind"
"mdp.39015030715935",784183,2494740,,"fuzzymatch","Boyd, John,","1919-","New York|Bantam Books|1971, c1969.",1969,,"nyu",,,"Fiction","The rakehells of heaven"
"mdp.39015030715240",1775682,23671,,"fuzzymatch","Boyd, John,","1919-","New York|Weybright and Talley|c1969.",1969,,"nyu",,,"UnknownGenre","The pollinators of Eden"
"uc1.32106008055367",7118749,2992307,,"fuzzymatch","Herbert, Frank.",,"New York|Putnam|1969.",1969,,"nyu",,"Dune (Imaginary place)|Fiction","Fiction","Dune messiah"
"uc1.$b808979",9948484,62955,,"taggedsf","Blum, Ralph,","1932-","Boston|Little, Brown|1970.",1970,,"mau",,"Science fiction, American|Spy stories, American","Fiction","The simultaneous man : | a novel"
"mdp.39015019169294",783460,3207087,"PZ3.L5293Sw4PS3523.E4583","fuzzymatch","Leiber, Fritz,","1910-1992.","London|Mayflower|1970.",1970,,"enk",,,"Fiction","The swords of Lankhmar."
"mdp.39015012203447",775231,10426664,,"oclcid","Dick, Philip K.",,"New York|Daw Books|c1970.",1970,,"nyu",,,"Fiction","A maze of death/ | $c: Philip K. Dick."
"mdp.39015008918743",207228,638854,,"fuzzymatch","Herbert, Frank.",,"New York|Berkley Pub. Corp.|1970, c1966.",1970,,"nyu",,,"Fiction","The eyes of Heisenberg"
"mdp.39015020741065",539427,11830255,,"oclcid","Dick, Philip K.",,"New York|Ace Books|c1970",1970,,"nyu",,,"NotFiction","Our friends from Frolix 8."
"mdp.39015001430548",1015250,161630,"PZ3.B23965IcPQ2603.A435","fuzzymatch","Barjavel, René,","1911-","London|Hart-Davis|1970.",1970,,"enk",,,"Fiction","The ice people; | $c: translated from the French by Charles Lam Markmann."
"mdp.39015008791066",671595,101937,"PZ3.O133D8PS2485","oclcid","O'Brien, Fitz James,","1828-1862.","St. Clair Shores, Mich.|Scholarly Press|1970.",1970,,"miu",,,"Fiction","The diamond lens and other stories. | $c: With an introd. by Gilbert Seldes. Illus. by Ferdinand Huszti Horvath. New York, W. E. Rudge, 1932."
"mdp.39015004264415",431067,15383654,,"fuzzymatch","Blish, James.",,"Garden City, N.Y.|Doubleday|1970",1970,,"nyu",,,"Fiction","Cities in flight."
"mdp.39015031309118",1194750,98657,"PS3570.H59Y4","fuzzymatch","Thomas, Ted.",,"Garden City, N.Y.|Doubleday|1970.",1970,,"nyu",,,"NotFiction","Year of the cloud | $c: [by] Ted Thomas and Kate Wilhelm."
"uc1.32106001590766",1059341,83481,,"taggedsf","Ginsburg, Mirra.",,"New York|Holt, Rinehart and Winston|1970",1970,,"nyu",,"Science fiction, English|Translations into English|Science fiction, Russian","Fiction","The ultimate threshold; | a collection of the finest in Soviet science fiction. | $c: Edited and translated by Mirra Ginsburg."
"mdp.39015012435791",282294,21651112,,"taggedsf","Anderson, Poul,","1926-2001.","New York|Berkley|c1970.",1970,,"nyu",,"Science fiction","Fiction","Tau zero"
"pst.000061659049",9814167,10784387,,"oclcid","Van Vogt, A. E. (Alfred Elton),","1912-2000.","New York|Berkley|1974, c1970.",1970,,"nyu",,,"Science fiction|Fiction","The world of Null-A"
"uc1.b4422352",1438750,60433,"PZ1.H247NoPS648.S3","taggedsf","Harrison, Harry,",,"New York|Delacorte Press|1970",1970,,"nyu",,"Science fiction","Fiction","Nova 1; | an anthology of original science fiction stories."
"mdp.49015000730797",4455363,2430545,,"oclcid","Moskowitz, Sam,",,"New York|Pyramid Books|1970.",1970,,"nyu",,"Fredrica Bartz Modern Fiction Collection","Fiction","Futures to infinity"
"mdp.39015014816808",1451,104767,"PZ3.C107Do8","oclcid","Cabell, James Branch,","1879-1958.","New York|Books for Libraries Press|1970",1970,,"nyu",,,"Fiction|Bibliographies","Domnei; | a comedy of woman-worship. | $c: With an introd. by Joseph Hergesheimer."
"mdp.39015030706512",207460,15319231,,"oclcid","Pendleton, Don.",,"N.Y., N.Y.|Bee-Line Books|c1970.",1970,,"nyu",,,"Fiction","1989, population doomsday"
"mdp.39015030745163",388214,55249,,"taggedsf","Fast, Howard,","1914-2003","New York|Morrow|1970.",1970,,"nyu",,"Science fiction, American|Fantasy fiction, American","Fiction","The general zapped an angel; | new stories of fantasy and science fiction, | $c: by Howard Fast."
"mdp.39015016444443",362135,11392215,,"fuzzymatch","Farmer, Philip José.",,"London|Quartet Books|1970, c1966.",1970,,"enk",,,"Fiction","The gate of time"
"uc1.b4358889",1397598,62071,"PZ1.Y4PS648.S3","taggedsf",,,"Garden City, N.Y.|Doubleday|1970.",1970,,"nyu",,"Science fiction, American","Fiction","The Year 2000; | an anthology, | $c: edited by Harry Harrison. -"
"mdp.39015019388423",1464059,92450,"PZ1.F5766PS648.S3","taggedsf",,,"Garden City, N.Y.|Doubleday|1970",1970,,"nyu",,"Science fiction","Fiction","Five fates, | $c: by Keith Laumer [and others."
"mdp.39015002969064",1230286,105763,"PZ4.L537SoPG7158.L39","oclcid","Lem, Stanisław.",,"New York|Walker|1970",1970,,"nyu",,,"Fiction","Solaris. | $c: Translated from the French by Joanna Kilmartin and Steve Cox. Afterword by Darko Suvin."
"mdp.39015010299744",120090,1845332,,"fuzzymatch","Herbert, Frank.",,"New York|Berkley Pub. Corp.|1970|(November 1970)",1970,,"nyu",,,"Fiction","Whipping star"
"uc1.32106012422611",1901332,83138,,"taggedsf","Silverberg, Robert",,"New York|Harper & Row|1970",1970,,"nyu",,"Science fiction|History and criticism","UnknownGenre","The mirror of infinity; | a critics' anthology of science fiction."
"mdp.39015012833342",783949,3420182,,"fuzzymatch","Herbert, Frank.",,"New York|Avon|c1956.",1970,,"nyu",,,"Fiction","The dragon in the sea"
"mdp.39015003897603",735983,2325768,,"taggedsf","Abe, Kōbō,","1924-1993.","New York|Knopf|c1970.",1970,,"nyu",,"Science fiction","Fiction","Inter ice age 4"
"mdp.39015073819438",5936253,24659504,,"fuzzymatch","Leiber, Fritz,","1910-1992.","Garden City, N.Y.|Nelson Doubleday|197-], c1970.",1970,,"nyu",,"Fantasy fiction, American","Novel|Fantastic fiction","The three of swords"
"mdp.39015057659487",4353627,17248404,,"taggedsf","Lambert, William J.",,"San Diego, CA|Greenleaf Classics|c1970.",1970,,"cau",,"Fiction|Erotic stories|Science fiction|Gay men","Novel","Five roads to Tlen"
"mdp.39015013128650",783601,55927,"PZ4.F234LoPS3556.A72","fuzzymatch","Farmer, Philip José.",,"Garden City, N.Y.|Doubleday|1970.",1970,,"nyu",,,"Fiction","Lord Tyger."
"mdp.39015000254519",1026920,147721,"PZ1.A44ScPS648.S3","taggedsf","Allen, Dick,","1939-","New York|Harcourt Brace Jovanovich|1971",1971,,"nyu",,"Science fiction|Science fiction, English|Science fiction, American|History and criticism","Bibliographies|Fiction","Science fiction: the future, | $c: edited by Dick Allen."
"mdp.39015031213609",120376,216995,"PR6052.R8W7x 1973","fuzzymatch","Brunner, John,","1934-1995.","New York|Daw Books|1973, c1971.",1971,,"nyu",,,"Fiction","The wrong end of time"
"mdp.39015008639877",121340,2512576,,"oclcid","Brunner, John,","1934-1995.","New York|Ace Books|c1971.",1971,,"nyu",,,"Fiction","The traveler in black"
"uc1.b3869277",6738647,10649484,,"oclcid","Knight, Damon Francis,","1922-","New York|Putnam|c1971.",1971,,"nyu",,,"Fiction","An anthology of new science fiction stories."
"mdp.39015032991245",476729,216995,"PZ4.B89WrPR6052.R8","fuzzymatch","Brunner, John,","1934-1995.","Garden City, N.Y.|Doubleday|1971.",1971,,"nyu",,,"Fiction","The wrong end of time."
"mdp.39015011874131",288255,2066072,,"oclcid","Niven, Larry.",,"New York, N.Y.|Ballantine|c1971|(1st printing June 1971)",1971,,"nyu",,,"Fiction","All the myriad ways"
"mdp.39015073820865",6778180,534642,"PS3561.N5H4 1971","fuzzymatch","Knight, Damon,","1922-2002.","Greenwich, Conn.|Fawcett Publications|1971, c1962.",1971,,"ctu",,"Fiction|Computers|Murder","Novel|Science fiction, American","Hell's pavement"
"mdp.39015011725648",559458,7402883,,"fuzzymatch","Haiblum, Isidore.",,"New York|Ballantine Books|c1971|(1st printing, Dec. 1971)",1971,,"nyu",,,"Fiction","The Tsaddik of the seven wonders"
"mdp.39015002289877",340833,200189,"PZ4.L518LatPS3562.E42","fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Scribner|1971",1971,,"nyu",,,"Fiction","The lathe of heaven | $c: [by] Ursula K. Le Guin."
"uc1.32106009831063",6833281,1635098,,"taggedsf","Delany, Samuel R.",,"New York|New American Library|1971",1971,,"nyu",,"Science fiction, American","Fiction","Driftglass; | ten tales of speculative fiction, | $c: by Samuel R. Delany."
"mdp.39015002762196",1200354,123536,"PZ4.B6658Fr3PT8176.12.O34","oclcid","Bodelsen, Anders,","1937-","New York|Harper & Row|1971",1971,,"nyu",,,"Fiction","Freezing down. | $c: Translated from the Danish by Joan Tate."
"mdp.39015015390787",1185690,217305,"PZ3.S5884ChPS3537.I54","fuzzymatch","Simak, Clifford D.,","1904-1988.","New York|Putnam|1971, c1972",1971,,"nyu",,,"Fiction","A choice of gods | $c: [by] Clifford D. Simak. -"
"inu.32000011347608",7593900,631012,,"taggedsf","Wilson, Robin Scott,",,"New York|New American Library|1971",1971,,"nyu",,"Science fiction","NotFiction","Clarion; | an anthology of speculative fiction and criticism from the Clarion Writers' Workshop. | $c: Edited by Robin Scott Wilson."
"mdp.39015022223617",164309,14007905,,"fuzzymatch","Moorcock, Michael,","1939-","New York|Ace Books|c1971.",1971,,"nyu",,,"Fiction","The warlord of the air : | a scientific romance"
"mdp.39015047768992",781919,2155456,,"taggedsf","Farmer, Philip José.",,"New York|Ace Books|c1971.",1971,,"nyu",,"Time travel|Ishmael (Fictitious character)|Fiction|Science fiction","Fiction|Science fiction","The wind whales of Ishmael"
"mdp.39015002824400",1020396,128743,"PZ3.L56684Br3","fuzzymatch","Lessing, Doris May,","1919-","New York|Knopf|1971.",1971,,"nyu",,,"Fiction","Briefing for a descent into Hell | $c: [by] Doris Lessing."
"pst.000022811516",12265452,7196894,"PR6023.E833B7 1981","fuzzymatch","Lessing, Doris May,","1919-","New York|Vintage Books|1981, c1971.",1971,,"xxu",,,"Bibliographies|NotFiction","Briefing for a descent into Hell"
"mdp.39015008469945",120098,21617290,,"taggedsf","Farmer, Philip José.",,"New York|Berkley Pub. Corp.|1973, c1971.",1971,,"nyu",,"Science fiction","Fiction","The fabulous riverboat"
"mdp.39015004663087",1029847,139700,"PZ4.A549OpPS3551.N378","oclcid","Anderson, Poul,","1926-2001.","Garden City, N.Y.|Doubleday|1971.",1971,,"nyu",,,"Fiction","Operation Chaos."
"mdp.39015019357808",120844,381277,,"taggedsf","Gerrold, David",,"New York|Ballantine|1971.",1971,,"nyu",,"Science fiction","NotFiction","The flying sorcerers"
"mdp.39015010359415",1112590,130098,"PZ3.S93562SwPS3569.T875","oclcid","Sturgeon, Theodore.",,"New York|Putnam|1971",1971,,"nyu",,,"Fiction","Sturgeon is alive and well; | $c: a collection of short stories by Theodore Sturgeon."
"mdp.39015010748237",1364826,134570,,"taggedsf","Harrison, Harry,",,"New York|Scribner|1971",1971,,"nyu",,"Science fiction, English|Science fiction, American","UnknownGenre","The light fantastic; | science fiction classics from the mainstream. | $c: Introd. by James Blish."
"mdp.39015046831882",356457,161039,"PZ4.B1893ChPR6052.A46","oclcid","Ballard, J. G.,","1930-2009.","New York|Putnam|1971",1971,,"nyu",,,"Fiction","Chronopolis, | and other stories, | $c: by J. G. Ballard."
"mdp.39015051177684",479283,482054,"PZ4.H8675Mo3PR6058.O98","fuzzymatch","Hoyle, Fred, Sir.",,"New York|Harper & Row|c1971",1971,,"nyu",,,"Fiction","The molecule men, | $c: by Sir Fred Hoyle and Geoffrey Hoyle."
"uc1.32106006622242",7117761,160873,,"fuzzymatch","Lessing, Doris May,","1919-","London|Cape|1971.",1971,,"   ",,,"NotFiction","Briefing for a descent into hell | $c: [by] Doris Lessing."
"mdp.39015066077754",635135,135665,"PE1122.A8","taggedsf","Asimov, Isaac,","1920-1992.","Garden City, N.Y.|Doubleday|1971.",1971,,"nyu",,"Science fiction, American|College readers|Science fiction, English","Fiction","Where do we go from here?"
"uc1.b4948844",9495476,226855,,"taggedsf","Baxter, John,","1939-","Sydney|Angus and Robertson|1971",1971,,"at ",,"Science fiction, Australian","Fiction","The second Pacific book of science fiction."
"mdp.39015000535859",1185793,217053,"PZ3.S618ThPS3569","oclcid","Siodmak, Curt,","1902-2000.","New York|Putnam|1971",1971,,"nyu",,,"NotFiction","The third ear. -"
"mdp.39015066063077",1378254,214909,"PZ4.S538CanPS3569.H392","fuzzymatch","Sheckley, Robert,","1928-","Garden City, N.Y.|Doubleday|1971.",1971,,"nyu",,,"Fiction","Can you feel anything when I do this?."
"mdp.39015008159397",431074,108913,"PZ3.B61987Day3PS3503.L64","oclcid","Blish, James.",,"Garden City, N.Y.|Doubleday|1971.",1971,,"nyu",,,"Fiction","The day after judgment, | a novel."
"mdp.49015000679887",4450249,1294774,,"fuzzymatch","Farmer, Philip José.",,"New York|Berkeley Publishing Corp.|1971.",1971,,"nyu",,,"Fiction","To your scattered bodies go"
"mdp.39015003758011",1440764,419509,"PZ1.D59RuPS648.S3","taggedsf",,,"New York|Putnam|1971",1971,,"nyu",,"Science fiction, American","Fiction","The ruins of earth; | an anthology of stories of the immediate future. | $c: Edited by Thomas M. Disch."
"mdp.39015051364977",584459,277447,"PZ4.B87458LatPS3552.R683","fuzzymatch","Brower, Brock,","1931-","New York|Atheneum|1972.",1972,,"nyu",,,"Fiction","The late great creature."
"mdp.39015010232422",1029953,235463,"PZ4.L1627StPS3562.A28","fuzzymatch","Lafferty, R. A.",,"New York|Scribner|1972",1972,,"nyu",,,"Fiction","Strange doings; | $c: stories by R. A. Lafferty. -"
"uc1.32106014611310",7134229,354762,,"taggedsf","Wolfe, Gene",,"New York|Scribner|1972",1972,,"nyu",,"Science fiction, American","Fiction","The fifth head of Cerberus; | three novellas"
"inu.30000007095734",7594009,539013,"PZ4.H319SuPS3558.A667","fuzzymatch","Harrison, Harry,","1925-","New York|G.P. Putnam's Sons|c1972.",1972,,"nyu",,,"Fiction","The stainless steel rat saves the world"
"mdp.39015019055501",478139,340377,"PZ4.H5356SoPS3558.E63","fuzzymatch","Herbert, Frank.",,"New York|Putnam|1972",1972,,"nyu",,,"Fiction","Soul catcher."
"mdp.39015030928819",1026928,489431,"PZ1.M23AbPS648.S3","taggedsf","(Willis Everett), McNelly, Willis E.","1920-2003.","Pacific Palisades, Calif.|Goodyear Pub. Co.|1972",1972,,"cau",,"Science fiction, English|Social problems|Fiction|Science fiction, American","Fiction","Above the human landscape; | a social science fiction anthology. | $c: Edited by Willis E. McNelly and Leon E. Stover."
"mdp.39015013004034",120311,1162722,,"oclcid","Wyndham, John,","1903-1969.","Greenwich, Conn.|Fawcett|1972, c1963.",1972,,"ctu",,,"Fiction","Stowaway to Mars"
"mdp.39015005169670",633831,633118,"PZ4.M8185AlPR6063.O59","fuzzymatch","Moorcock, Michael,","1939-","London|MacGibbon and Kee|1972.",1972,,"enk",,,"Fiction","An alien heat."
"mdp.39015014434172",647806,2515446,,"fuzzymatch","Budrys, Algis,","1931-","New York|Pyramid Books|c1959.",1972,,"nyu",,,"Fiction","The falling torch"
"mdp.39015002157272",719778,2133448,,"fuzzymatch","Le Guin, Ursula K.,","1929-","New York|Berkley Pub. Corp. : distributed by Putnam|c1972.",1972,,"nyu",,,"Fiction","The word for world is forest"
"mdp.39015012309137",164308,591231,"PZ4.M8185BrPR6063.O59","fuzzymatch","Moorcock, Michael,","1939-","London|New English Library|1972.",1972,,"enk",,,"Fiction|Bibliographies","Breakfast in the ruins: | a novel of inhumanity."
"pst.000012777891",7056980,446208,"PZ4.S4855NiPS3537.E654","fuzzymatch","Serling, Rod,","1924-1975","Toronto|New York|Bantam Books|1972].",1972,,"xxc",,"Fantasy fiction, American","NotFiction","Night gallery 2."
"mdp.39015011307512",432540,533489,"PZ3.G9526LiPS3513.U797","fuzzymatch","Gunn, James E.,","1923-","New York|Scribner|1972",1972,,"nyu",,,"Fiction","The listeners, | $c: by James E. Gunn."
"mdp.39015073818554",4941584,6847064,,"fuzzymatch","Zelazny, Roger.",,"Garden City, N.Y.|Nelson Doubleday|c1972-1978.",1972,,"nyu","v.2","Fiction|Amber (Imaginary place)|Fantasy fiction, American","Novel","The chronicles of Amber"
"mdp.39015041879738",329668,2016278,,"fuzzymatch","De Camp, L. Sprague (Lyon Sprague),","1907-2000.","New York, N.Y.|New American Library|1972|1951.",1972,,"nyu",,,"Fiction","Rogue queen"
"uc1.b3451755",6301308,235463,"PZ4.L1627StPS3562.A28","fuzzymatch","Lafferty, R. A.",,"New York|Scribner|1972",1972,,"nyu",,,"Fiction","Strange doings; | $c: stories by R. A. Lafferty."
"mdp.39015010912247",292188,240381,,"fuzzymatch","Silverberg, Robert.",,"New York|New American Library|1972.",1972,,"nyu",,,"Fiction","The book of skulls"
"uc1.b3472990",5835851,4350161,,"taggedsf","Wollheim, Donald A.",,"New York|Daw Books|c1972.",1972,,"nyu",,"Short stories|Science fiction","NotFiction","The 1972 annual world's best SF"
"pst.000013229559",7056918,223903263,,"fuzzymatch","Dick, Philip K.",,"New York, N.Y.|Daw Books|1972.",1972,,"xx ",,"Fiction|Androids","NotFiction|Science fiction","We can build you"
"pst.000011604587",7491851,317079651,,"fuzzymatch","Crichton, Michael,","1942-2008","New York|Bantam Books|c1972].",1972,,"xx ",,,"NotFiction","The terminal man."
"mdp.39015069971607",5656256,354310,"PZ1.S424StPS648.S3","taggedsf",,,"New York|Random House|c1972.",1972,,"nyu",,"Fiction|Science fiction, American|Sex","Short stories|ContainsBiogMaterial","Strange bedfellows : | sex and science fiction"
"uc1.b3870837",1370504,314260,"PZ1.S587BePS648.S3","taggedsf","Silverberg, Robert",,"Nashville|T. Nelson|1972",1972,,"tnu",,"Science fiction, American","Fiction","Beyond control; seven stories of science fiction. -"
"mdp.39015008838560",120116,3420237,,"fuzzymatch","Herbert, Frank.",,"New York|Berkley|1973, c1972|(6th printing, May 1973)",1972,,"nyu",,,"Fiction","The godmakers"
"mdp.39015019938284",1020664,278810,"PZ1.K745ScPS648.S3","taggedsf","Knight, Damon,","1922-2002.","New York|Simon and Schuster|1972",1972,,"nyu",,"Science fiction, English|Science fiction, American","Fiction","A science fiction argosy. | $c: Edited by Damon Knight. -"
"mdp.39015053566694",1464050,380816,"PZ1.A5715DayPS648.S3","taggedsf","Anderson, Poul,","1926-2001.","Nashville|T. Nelson|1972",1972,,"tnu",,"Science fiction, American","Fiction","The day the sun stood still; | three original novellas of science fiction, | $c: by Poul Anderson, Gordon R. Dickson [and] Robert Silverberg. With a foreword by Lester del Rey. -"
"mdp.39015000549371",1910773,2722536,,"oclcid","Pohl, Frederik.",,"London|D. Dobson|1972, c1969",1972,,"enk",,,"UnknownGenre","Rogue star | $c: [by] Frederick Pohl [and] Jack Williamson."
"mdp.39015063176245",5213921,4047077,,"oclcid|fuzzymatch","Moorcock, Michael,","1939-","New York|Harper & Row|c1972.",1972,,"nyu",,,"Novel","An alien heat"
