docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.49015001037275_0,mdp.49015001037275,44612,sf_loc,"Asimov, Isaac,",1920-1992.,"Garden City, N. Y.|Doubleday|c1952.",1952,1952,,Science fiction,Fiction,Foundation and empire,1952,0.9997497088624557,1
inu.30000061597831_0,inu.30000061597831,51603,sf_loc,"Bradbury, Ray,",1920-,New York|Doubleday|1959.,1959,1959,,"Science fiction, American",Fiction,Twice twenty-two,1959,0.09350377511735827,1
uc1.32106015120998_1,uc1.32106015120998,61426,sf_loc,"Sturgeon, Theodore",,"Berkeley, Calif.|North Atlantic Books|c1994-<c1997   >",0,1956,v.5,"Science fiction, American",Fiction,The complete stories of Theodore Sturgeon,1956,0.9514753173135045,1
mdp.39015069234717_0,mdp.39015069234717,91126,sf_loc,"Dick, Philip K.",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s,1965,0.8393498174079418,1
uc1.$b312023_0,uc1.$b312023,48035,sf_oclc,"Romains, Jules,",1885-1972.,London|Sidgwick and Jackson|1952,1952,1952,,,Fiction,Tussles with time. | $c: Translated by Gerard Hopkins.,1952,0.9047471678200081,1
mdp.39015038917210,mdp.39015038917210,25586,sf_loc,"Slobodkin, Louis,",1903-,New York|Macmillan|1952.,1952,1952,,Science fiction,Fiction,The space ship under the apple tree,1952,0.5749364191737705,1
mdp.39076000903778_0,mdp.39076000903778,50502,sf_loc,,,New York|Doubleday|1965-1976.,1965,1965,v.11,Science fiction|Science Fiction Writers of America,Fiction,Nebula award stories,1965,0.9999939309499459,1
mdp.39015056814455_0,mdp.39015056814455,56713,fantasy_loc|sf_loc,,,"Garden City, N.Y.|Doubleday|c1960.",1960,1955,,Fantasy fiction|Science fiction,Fiction,A decade of Fantasy and science fiction,1955,0.9877426149960924,1
mdp.39015046832849_0,mdp.39015046832849,42715,sf_oclc,"Pangborn, Edgar,",1909-1976.,"Garden City, N.Y.|Doubleday|1954.",1954,1954,,,Fiction,A mirror for observers.,1954,0.9074462107438227,1
mdp.39015029191478_1,mdp.39015029191478,98079,sf_loc,"Silverberg, Robert.",,New York|Bantam Books|1992-,0,1957,v.1,"Science fiction, American",Bibliographies|Fiction,The collected stories of Robert Silverberg.,1957,0.9999597355718689,1
mdp.39015030718657_2,mdp.39015030718657,50398,fantasy_loc|sf_loc,"Sturgeon, Theodore.",,New York|Funk & Wagnalls|1955.,1955,1955,,"Science fiction, American|Fantasy fiction, American",NotFiction,"A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.",1955,0.9953269766275544,1
inu.30000029816976_1,inu.30000029816976,72820,sf_loc,"Dick, Philip K.",,"New York, N.Y.|Carol Publishing Group|1990-",0,1962,v. 1,"Science fiction, American",Fiction,The collected stories of Philip K. Dick,1962,0.9999109428744868,1
mdp.39015030945789_0,mdp.39015030945789,33772,sf_loc,"Anderson, Poul,",1926-2001.,"New York|Avon Books|1970, c1957|(1st Camelot printing, January 1970)",1957,1957,,Science fiction|Short stories,NotFiction,Earthman's burden,1957,0.9956104263909604,1
mdp.39015066050850_0,mdp.39015066050850,65438,sf_oclc,"Vonnegut, Kurt.",,New York|Scribner|1952.,1952,1952,,,NotFiction,Player piano.,1952,0.2669473193381806,1
mdp.39015042474877_1,mdp.39015042474877,84666,sf_oclc,"Vance, Jack,",1916-,"Garden City, NY|SFBC|1998.",1998,1966,,,Science fiction|Fiction,The complete dying earth,1966,0.9795459176560819,1
uc1.b2849235_0,uc1.b2849235,45752,sf_loc,"Tenn, William,",1920-,"New York|Walker|1969, c1968",1968,1968,,"Science fiction, American",Fiction,Of men and monsters | $c: [by] William Tenn.,1968,0.9985070924639864,1
uc1.32106002091640_0,uc1.32106002091640,37359,sf_loc,"Bradbury, Ray,",1920-,"Garden City, N.Y.|Doubleday|1953.",1953,1953,,"Science fiction, American",NotFiction,The golden apples of the sun. | $c: Drawings by Joe Mugnaini.,1953,0.017376494613711397,1
mdp.39015064103032_1,mdp.39015064103032,30709,sf_loc,,,New York|Belmont|1964.,1964,1964,,"Horror tales, American|Science fiction, American",Short stories,Things,1964,0.999998184114404,1
mdp.39015030718657_1,mdp.39015030718657,51492,fantasy_loc|sf_loc,"Sturgeon, Theodore.",,New York|Funk & Wagnalls|1955.,1955,1955,,"Science fiction, American|Fantasy fiction, American",NotFiction,"A way home, stories of science fiction and fantasy | $c: [by] Theodore Sturgeon. Selected and with an introd. by Groff Conklin.",1955,0.9992518430115145,1
mdp.39015016450234_0,mdp.39015016450234,67496,sf_oclc,"Brunner, John,",1934-1995.,"New York|Ballantine Books|1965|(1st printing, December, 1965)",1965,1965,,,Fiction,The squares of the city,1965,0.7322558953690435,1
mdp.39015002288721_0,mdp.39015002288721,42026,sf_oclc,"Asimov, Isaac,",1920-1992.,"Garden City, N. Y.|Doubleday|1951",1951,1951,,,Fiction,"The stars, like dust.",1951,0.9997591592970752,1
mdp.39015052467530_1,mdp.39015052467530,52657,fantasy_oclc|sf_loc,"Le Guin, Ursula K.,",1929-,New York|Walker|c1969.,1969,1969,,Science fiction,Fiction,The left hand of darkness,1969,0.9969035333335136,1
uc1.b4094480_1,uc1.b4094480,46506,sf_oclc,"Wyndham, John,",1903-1969.,New York|Ballantine Books|c1957,1957,1957,,,Fiction,"The Midwich cuckoos, | $c: by John Wyndham.",1957,0.9885709098316954,1
mdp.39015029750877,mdp.39015029750877,46576,sf_oclc,"Hubbard, L. Ron (La Fayette Ron),",1911-1986.,New York|Ace Books|1954.,1954,1954,,,Fiction,Return to tomorrow,1954,0.9934264759195993,1
