docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc1.b3541070_2,uc1.b3541070,106856,sf_loc,"Conklin, Groff",1904-1968.,New York|Crown Publishers|1946,1946,1946,,Science fiction|Short stories,Short stories,"The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.",1946,0.9998927915528373,1
uc1.32106009743425_1,uc1.32106009743425,40956,sf_loc,"Heinlein, Robert A. (Robert Anson)",1907-1988,"New York|Ballantine|1990, c1947",1949,1949,,Fiction|Mars (Planet)|Science fiction,Fiction,Red planet,1949,0.9847530761882498,1
uc1.$b799823_1,uc1.$b799823,30626,sf_loc,"Hough, Donald",1895-,"New York|Duell, Sloan and Pearce|1946",1946,1946,,"Science fiction, American",Fiction,The camelephamoose | $c: [by] Donald Hough.,1946,0.8401516514079695,1
mdp.39015033397988_2,mdp.39015033397988,85201,sf_oclc,"Werfel, Franz",1890-1945.,New York|Viking Press|1946.,1946,1946,,,Fiction,"Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt.",1946,0.9836011785916252,1
mdp.39015000957574_1,mdp.39015000957574,47430,sf_oclc,"Asimov, Isaac",1920-1992.,"Garden City, N.Y.|Doubleday|196-? c1952",1952,1952,,,UnknownGenre,Foundation and empire.,1952,0.9999593667486951,1
mdp.39015030945789_1,mdp.39015030945789,35981,sf_loc,"Anderson, Poul",1926-2001.,"New York|Avon Books|1970, c1957|(1st Camelot printing, January 1970)",1957,1957,,Science fiction|Short stories,NotFiction,Earthman's burden,1957,0.6252556739765959,1
pst.000027847633_0,pst.000027847633,40072,sf_oclc,"Huxley, Aldous",1894-1963.,"Garden City, N. Y.|Doubleday, Doran & company, inc.|1932.",1932,1932,,,NotFiction,Brave new world : | a novel by Aldous Huxley.,1932,0.8121538504166971,1
uc1.32106001693032_2,uc1.32106001693032,96898,sf_loc,,,New York|Simon & Schuster|c1952.,1952,1952,,Science fiction,NotFiction,"The Astounding science fiction anthology, | $c: selected and with an introduction by John W. Campbell, jr.",1952,0.9993263121537016,1
pst.000029583676_0,pst.000029583676,40359,sf_oclc,"Burroughs, Edgar Rice",1875-1950.,New York|Ace Books|1931].,1931,1931,,,NotFiction,The land of hidden men.,1931,0.6097215570388698,1
mdp.39015030945789_0,mdp.39015030945789,33772,sf_loc,"Anderson, Poul",1926-2001.,"New York|Avon Books|1970, c1957|(1st Camelot printing, January 1970)",1957,1957,,Science fiction|Short stories,NotFiction,Earthman's burden,1957,0.9715427091066904,1
uc1.$b119732_0,uc1.$b119732,44693,sf_oclc,"Collier, John",1901-1980.,New York|D. Appleton & co.|1933.,1933,1933,,,Fiction,"Full circle, | a tale. | $c: by John Collier.",1933,0.18543380572031434,1
mdp.39015014165461_0,mdp.39015014165461,94534,sf_loc,,,New York|Crown Pub.|1948.,1948,1948,,"Science fiction, American",Fiction,A treasury of science fiction,1948,0.9999225730018656,1
uc1.b4094480_0,uc1.b4094480,43469,sf_oclc,"Wyndham, John",1903-1969.,New York|Ballantine Books|c1957,1957,1957,,,Fiction,"The Midwich cuckoos, | $c: by John Wyndham.",1957,0.9924975677317044,1
uc1.b4094525_1,uc1.b4094525,56417,sf_loc,"Heinlein, Robert A. (Robert Anson)",1907-1988.,Chicago|Shasta Publishers|1950,1950,1950,,"Science fiction, American",Fiction,The man who sold the moon ; | Harriman and the escape from Earth to the Moon!,1950,0.9969963656056324,1
mdp.39015014136587_1,mdp.39015014136587,33197,sf_oclc,"Pohl, Frederik",,"New York, N.Y.|Ballantine Books|1971, c1956|(1st printing, April, 1971)",1956,1956,,,Fiction,Undersea fleet,1956,0.9967454234637998,1
mdp.39015038917210,mdp.39015038917210,25586,sf_loc,"Slobodkin, Louis",1903-,New York|Macmillan|1952.,1952,1952,,Science fiction,Fiction,The space ship under the apple tree,1952,0.5563635184932185,1
uc1.b3347098_0,uc1.b3347098,46140,sf_oclc,"Shafer, Robert Jones",1915-,New York|Putnam|1954,1954,1954,,,NotFiction,The conquered place.,1954,0.11535566428879036,1
uc1.$b312023_0,uc1.$b312023,48035,sf_oclc,"Romains, Jules",1885-1972.,London|Sidgwick and Jackson|1952,1952,1952,,,Fiction,Tussles with time. | $c: Translated by Gerard Hopkins.,1952,0.9926779741314482,1
pst.000024653916_1,pst.000024653916,43351,sf_loc,"Heinlein, Robert A. (Robert Anson)",1907-1988,"New York|Ballantine Books|1977, c1952.",1952,1952,,Science fiction,NotFiction,The rolling stones,1952,0.9938213594255244,1
mdp.49015001323824_3,mdp.49015001323824,78314,sf_loc,"Asimov, Isaac",1920-1992.,New York|Doubleday|c1990-<c1992 >,0,1950,v.1,"Science fiction, American",Fiction,The complete stories of Asimov,1950,0.9998656710806426,1
mdp.39015014165461_2,mdp.39015014165461,96876,sf_loc,,,New York|Crown Pub.|1948.,1948,1948,,"Science fiction, American",Fiction,A treasury of science fiction,1948,0.9996371095406803,1
mdp.39015033397988_1,mdp.39015033397988,87103,sf_oclc,"Werfel, Franz",1890-1945.,New York|Viking Press|1946.,1946,1946,,,Fiction,"Star of the unborn, | $c: [by] Franz Werfel. Translated by Gustave O. Arlt.",1946,0.9898949471269951,1
pst.000031216067_1,pst.000031216067,46596,sf_loc,"Farmer, Philip Jos̩",,New York|Crown Publishers|c1984.,1984,1958,,"Science fiction, American",NotFiction,"The classic Philip Jos̩ Farmer, 1952-1964",1958,0.98090521403401,1
uc1.b4562654_1,uc1.b4562654,118381,sf_loc,"Healy, Raymond J",,New York|Random house|1946,1946,1946,,Science fiction,NotFiction,"Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.",1946,0.9999181898365597,1
mdp.49015000593328_0,mdp.49015000593328,41259,sf_oclc,"Heinlein, Robert A. (Robert Anson)",1907-1988.,New York|New American Library|c1957.,1957,1957,,,Fiction,The door into summer,1957,0.9602055862475585,1
uc1.b3435625_1,uc1.b3435625,57151,sf_oclc,"O'Neill, Joseph",,"London|V. Gollancz, ltd.|1935.",1935,1935,,,NotFiction,"Land under England, | $c: by Joseph O'Neill ... with a foreword by A. E.",1935,0.9797726120731381,1
