docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
pst.000029583676_0,pst.000029583676,40359,sf_oclc,"Burroughs, Edgar Rice",1875-1950.,New York|Ace Books|1931].,1931,1931,,,NotFiction,The land of hidden men.,1931,0.9907875983585946,1
uc1.$b105438_0,uc1.$b105438,61373,sf_oclc,"Sherriff, R. C. (Robert Cedric)",1896-1975.,New York|The Macmillan company|1939.,1939,1939,,,Fiction,"The Hopkins manuscript, | $c: by R. C. Sherriff.",1939,0.21855525860426847,1
mdp.39015011249755_2,mdp.39015011249755,116215,sf_loc,"Asimov, Isaac",1920-1992.,"Garden City, N.Y.|Doubleday|1974.",1974,1938,,"Science fiction, American",Fiction,Before the Golden Age; | a science fiction anthology of the 1930s.,1938,0.9999981240781074,1
mdp.39015014165461_2,mdp.39015014165461,96876,sf_loc,,,New York|Crown Pub.|1948.,1948,1948,,"Science fiction, American",Fiction,A treasury of science fiction,1948,0.9998816386170383,1
mdp.39015019402885_0,mdp.39015019402885,38314,sf_oclc,"Mitchell, James Leslie",1901-1935.,Edinburgh|Polygon|1989.,1989,1934,,,Fiction,Gay hunter,1934,0.9744401133477651,1
uc1.$b102273_0,uc1.$b102273,56031,sf_oclc,"Gellhorn, Martha",1908-1998.,New York|C. Scribner's Sons|1944.,1944,1944,,,NotFiction,Liana,1944,4.33461490745417e-05,1
uc1.$b105438_1,uc1.$b105438,62021,sf_oclc,"Sherriff, R. C. (Robert Cedric)",1896-1975.,New York|The Macmillan company|1939.,1939,1939,,,Fiction,"The Hopkins manuscript, | $c: by R. C. Sherriff.",1939,0.6053890229524914,1
uc1.$b86033_0,uc1.$b86033,54030,sf_oclc|fantasy_oclc,"Bond, Nelson Slade",1908-,New York|Coward-McCann|1946,1946,1946,,,NotFiction,Mr. Mergenthwirker's lobblies and other fantastic tales,1946,0.7181846400719182,1
uc1.b3184273_1,uc1.b3184273,58104,sf_oclc,"Smith, E. E. (Edward Elmer)",1890-1965.,"Reading, Pennsylvania|Fantasy Press|1948",0,1948,,,UnknownGenre,Triplanetary : a tale of cosmic adventure,1948,0.9999995866744581,1
uc1.b4091432_1,uc1.b4091432,38583,sf_oclc,"Lamb, Harold",,New York;London;D. Appleton and Company;1920.,1920,1920,,,,Marching sands,1920,0.2145352733020872,1
osu.32435055404685_0,osu.32435055404685,66046,sf_oclc,"Mundy, Talbot",1879-1940.,New York|Royal Books|c1931.,1931,1931,,,Fiction,Jimgrim Sahib,1931,0.9376246024305179,1
mdp.39015001407249_0,mdp.39015001407249,52588,sf_oclc,"��apek, Karel",1890-1938.,New York|Bantam Books|1964,1964,1936,,,UnknownGenre,War with the newts. | $c: Translated by M. & R. Weatherall. With an introd. by Lewis Gannett.,1936,0.8538835839644718,1
mdp.39015004760586_0,mdp.39015004760586,85951,sf_loc,"Wollheim, Donald A",,New York|The Viking press|1945.,1945,1945,,Science fiction,NotFiction,"The portable novels of science,",1945,0.9997334357603977,1
uc1.$b57115_1,uc1.$b57115,45905,sf_oclc,"Noyes, Alfred",1880-1958.,New York|Frederick A. Stokes Co.|1940.,1940,1940,,Dystopias,Fiction,No other man,1940,0.9964992526264994,1
mdp.39015001600769_0,mdp.39015001600769,31310,sf_oclc,"��apek, Karel",1890-1938.,London|G. Allen & Unwin ltd|1944,1944,1922,,,UnknownGenre,The absolute at large | $c: [by] Karel ��apek.,1922,0.9455081155071008,1
