docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
coo.31924075476956,coo.31924075476956,45629,fantasy_oclc,"Peacock, Thomas Love,",1785-1866.,Felinfach|Llanerch Publishers|1992.,1992,1822,,,Fiction,Maid Marian,1822,0.7572978000689771,1
uc1.$b807329_0,uc1.$b807329,56487,fantasy_oclc,"Cooper, James Fenimore,",,"Philadelphia;Carey, Lea, & Blanchard;1835.",1835,1835,,Utopias;Fiction,,The Monikins,1835,0.33976103771034405,1
uc1.31822038205001_1,uc1.31822038205001,39876,supernat,"Poe, Edgar Allan,",,London;Wiley and Putnam;1838,1838,1838,,,,"The narrative of Arthur Gordon Pym [pseud.] of Nantucket, North America",1838,0.08276168238341576,1
uc1.31158001441749_0,uc1.31158001441749,33430,supernat,"Maturin, Charles Robert,",,"Edinburgh;A. Constable and Company; [etc., etc.;1821.",1821,1821,v.0001,,,Melmoth the wanderer: a tale,1821,0.6959296835032328,1
mdp.39015003852855_0,mdp.39015003852855,52549,fantasy_oclc,"MacDonald, George,",1824-1905.,London|Gollanez|1961.,1961,1868,,,UnknownGenre,"The light princess, | and other tales, being the complete fairy stories of George Macdonald. | $c: With original illus. by Arthur Hughes. Introd. by Roger Lancelyn Green.",1868,0.8179167388530638,1
uc2.ark+=13960=t17m0k93z_1,uc2.ark+=13960=t17m0k93z,40748,fantasy_oclc,"MacDonald, George,",,Boston;Loring;185-?,1850,1858,,,,Phantastes: A faerie romance for men and women,1858,0.8407995723817149,1
nyp.33433074875372,nyp.33433074875372,39178,fantasy_oclc,"Lytton, Edward Robert Bulwer Lytton,",,London;Chapman;1863.,1863,1863,v. 1,English fiction,,The ring of Amasis,1863,0.5220637896393515,1
uva.x000241492_1,uva.x000241492,38421,fantasy_oclc,"Verne, Jules,",,Philadelphia;Porter & Coates;1873,1873,1872,,,,Around the world in eighty days,1872,0.24258782856281538,1
mdp.39015003852855_1,mdp.39015003852855,55301,fantasy_oclc,"MacDonald, George,",1824-1905.,London|Gollanez|1961.,1961,1868,,,UnknownGenre,"The light princess, | and other tales, being the complete fairy stories of George Macdonald. | $c: With original illus. by Arthur Hughes. Introd. by Roger Lancelyn Green.",1868,0.8449993224710313,1
uiuo.ark+=13960=t5v70457m_1,uiuo.ark+=13960=t5v70457m,33411,fantasy_oclc,"Bronte, Charlotte,",,"London;Smith, Elder & co.;1857.",1857,1857,v. 2,,,The professor,1857,0.6715306226007819,1
uc2.ark+=13960=t17m0k93z_0,uc2.ark+=13960=t17m0k93z,42062,fantasy_oclc,"MacDonald, George,",,Boston;Loring;185-?,1850,1858,,,,Phantastes: A faerie romance for men and women,1858,0.8285597161661717,1
uiuo.ark+=13960=t5v70457m_0,uiuo.ark+=13960=t5v70457m,28016,fantasy_oclc,"Bronte, Charlotte,",,"London;Smith, Elder & co.;1857.",1857,1857,v. 2,,,The professor,1857,0.7460468875908396,1
mdp.39015033584551,mdp.39015033584551,29090,fantasy_oclc,"Guiney, Louise Imogen,",,Boston;D. Lothrop company;c1888,1888,1888,,,,Brownies and bogles,1888,0.838187721073476,1
inu.30000117260608_0,inu.30000117260608,61957,supernat,"Stoker, Bram,",1847-1912.,"Norwalk, Conn.|Easton Press|c1965.",1965,1897,,,Fiction,Dracula / | $c: by Bram Stoker ; with an introduction by Anthony Boucher ; illustrated with wood engravings by Felix Hoffman.,1897,0.6663791689487228,1
uva.x030580544_1,uva.x030580544,24006,fantasy_oclc,"London, Jack,",,New York;The Macmillan & co.;1919,1906,1906,,,,Before Adam,1906,0.5856578780876065,1
nyp.33433074878319_0,nyp.33433074878319,62256,fantasy_loc,"Le Queux, William,",,New York;F.A. Stokes.;c1895.,1895,1895,,"Fantasy fiction, English",,Zoraida,1895,0.547781733883642,1
uc2.ark+=13960=t9474806n_0,uc2.ark+=13960=t9474806n,33022,fantasy_oclc,"Van der Naillen, A.",,San Francisco;W. Doxey;1896 [c1895,1896,1896,,,,In the sanctuary,1896,0.36684901644454626,1
mdp.49015000790080,mdp.49015000790080,55422,supernat,"Oliphant, (Margaret), Mrs.",1828-1897.,"Westport, Conn.|Greenwood Press|1970",1970,1880,,,Fiction,"A beleaguered city; | being a narrative of certain recent events in the city of Semur, in the Department of the Haute Bourgogne, a story of the seen and the unseen, | $c: by Mrs. Oliphant.",1880,0.7774906403212349,1
mdp.39015057979646_0,mdp.39015057979646,41023,fantasy_oclc,"Carroll, Lewis,",,London;New York;Macmillan and Co.;1889.,1889,1889,,,,Sylvie and Bruno,1889,0.6558559795103394,1
uc1.$b808697_0,uc1.$b808697,48569,supernat,"Wilde, Oscar,",,"London;New York;Ward, Lock;1891",1891,1890,,,,The picture of Dorian Gray,1890,0.7796760327650387,1
uc1.b3579080_1,uc1.b3579080,68404,supernat,"Howells, William Dean,",,"Boston;Houghton, Mifflin and company;1880.",1880,1880,c.2,,,The undiscovered country,1880,0.6464574180669949,1
uc1.l0070882576_1,uc1.l0070882576,50239,fantasy_loc|supernat,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,1906,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls,1906,0.7937044566005624,1
njp.32101067644268,njp.32101067644268,36123,supernat,"Field, Eugene,",,Cambridge;Chicago;Stone and Kimball;1893.,1893,1893,,,,"The holy cross, and other tales",1893,0.8470247269511102,1
mdp.39015000638554,mdp.39015000638554,48243,fantasy_loc,"Le Fanu, Joseph Sheridan,",1814-1873.,New York|Garland Pub.|1979.,1978,1880,v.3,"Fantasy fiction, English",Fiction|Bibliographies,The Purcell papers,1880,0.6192976251213431,1
nyp.33433074935127_1,nyp.33433074935127,34690,fantasy_loc,"Capes, Bernard Edward Joseph,",,New York;Doubleday & McClure;1899.,1899,1899,,"Fantasy fiction, English",,At a winter's fire,1899,0.6322587631772227,1
mdp.39015030856978,mdp.39015030856978,35238,supernat,"Bangs, John Kendrick,",,New York;London;Harper & brothers;1899.,1899,1899,,,,The enchanted typewriter,1899,0.4039274016573726,1
nyp.33433074878335_0,nyp.33433074878335,39355,fantasy_loc,"Le Queux, William,",,New York;Frederick A. Stokes;c1895,1895,1895,,"Fantasy fiction, English",,Stolen souls,1895,0.5963990593496609,1
nyp.33433034410229_0,nyp.33433034410229,81881,fantasy_oclc,"Corelli, Marie,",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",1890,0.7589310767092525,1
uc1.32106007308551_2,uc1.32106007308551,47064,fantasy_loc,"Oliphant, (Margaret), Mrs.",1828-1897.,Edinburgh|Scottish Academic|1985.,1985,1898,,"Fantasy fiction, English",Fiction,Selected short stories of the supernatural,1898,0.7352491602287666,1
nyp.33433074878319_1,nyp.33433074878319,63637,fantasy_loc,"Le Queux, William,",,New York;F.A. Stokes.;c1895.,1895,1895,,"Fantasy fiction, English",,Zoraida,1895,0.45240615464014594,1
uc1.l0063361513,uc1.l0063361513,36236,fantasy_oclc,"Bangs, John Kendrick,",,"New York;London;Harper & brothers;1900, c1899.",1899,1899,,,,The enchanted typewriter,1899,0.43166096606464655,1
uc1.l0070882576_0,uc1.l0070882576,49810,fantasy_loc|supernat,"Machen, Arthur,",1863-1947.,"North Stratford, NH|Ayer Company|1999.",1999,1906,,"Fantasy fiction, English|Supernatural|Fiction",Fiction,The house of souls,1906,0.8111476039411258,1
mdp.39015019144156_0,mdp.39015019144156,46012,supernat,"Twain, Mark,",,New York;London;Harper and brothers;c1889,1889,1889,,,,A Connecticut Yankee in King Arthur's court,1889,0.5224440418928318,1
njp.32101013998032_0,njp.32101013998032,54211,fantasy_oclc,"Ritchie, Anne Thackeray,",,New York;Harper;1875.,1875,1875,,,,"Bluebeard's keys, and other stories",1875,0.8733874728668466,1
nyp.33433034410229_1,nyp.33433034410229,83038,fantasy_oclc,"Corelli, Marie,",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",1890,0.7497560301553899,1
mdp.39015008910344_1,mdp.39015008910344,30219,supernat,"(Herbert George), Wells, H. G.",1866-1946.,"London|Macmillan and co., limited|1924.",1924,1897,,,UnknownGenre,"The invisible man. | a grotesque romance, | $c: by H. G. Wells ...",1897,0.5022789719842363,1
nyp.33433074878335_1,nyp.33433074878335,38888,fantasy_loc,"Le Queux, William,",,New York;Frederick A. Stokes;c1895,1895,1895,,"Fantasy fiction, English",,Stolen souls,1895,0.5657552377434074,1
uc2.ark+=13960=t9183968r,uc2.ark+=13960=t9183968r,45004,fantasy_oclc,"Grahame, Kenneth,",,Chicago;Stone & Kimball;1895.,1895,1895,,,,The golden age,1895,0.6584421385243853,1
uc2.ark+=13960=t79s1rx9c_0,uc2.ark+=13960=t79s1rx9c,29438,fantasy_oclc,"Morris, William,",,"Portland, Maine;Thomas B. Mosher;1900.",1900,1895,,,,Child Christopher and Goldilind the fair,1895,0.9372374827000364,1
mdp.39015021071926_1,mdp.39015021071926,54409,supernat,"Crawford, F. Marion",,London;New York;Macmillan and co.;1891.,1891,1890,,,,The witch of Prague,1890,0.7093405609307237,1
uc2.ark+=13960=t88g8gj85,uc2.ark+=13960=t88g8gj85,22669,fantasy_oclc,"Lang, Andrew,",,"Bristol;J. W. Arrowsmith;London;Simpkin, Marshall & Co.;1889.",1889,1889,,,,Prince Prigio,1889,0.81367682567718,1
uva.x000885514_0,uva.x000885514,39880,fantasy_oclc,"Bierce, Ambrose,",,Washington;The Neale Publishing Company;1903.,1903,1893,,,,Can such things be?,1893,0.5227768739665077,1
pst.000060921147,pst.000060921147,18423,fantasy_loc,"Barrie, J. M. (James Matthew),",1860-1937.,"Gloucester, UK|Dodo Press|2006",2006,1906,,"Fantasy fiction, English|Peter Pan (Fictitious character)|Fiction",Short stories,Peter Pan in Kensington Gardens,1906,0.8242243184252624,1
uc2.ark+=13960=t2j67fg4m_1,uc2.ark+=13960=t2j67fg4m,39933,fantasy_oclc,"Griffith, George Chetwynd.",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,1897,0.6984235656709422,1
nyp.33433034410229_2,nyp.33433034410229,81041,fantasy_oclc,"Corelli, Marie,",,London;Richard Bentley & Son;1890.,1890,1890,,English fiction,,"Ardath, the story of a dead self",1890,0.6686047903393878,1
inu.30000117260608_2,inu.30000117260608,66463,supernat,"Stoker, Bram,",1847-1912.,"Norwalk, Conn.|Easton Press|c1965.",1965,1897,,,Fiction,Dracula / | $c: by Bram Stoker ; with an introduction by Anthony Boucher ; illustrated with wood engravings by Felix Hoffman.,1897,0.6466798139858269,1
mdp.39015002311325_1,mdp.39015002311325,42138,supernat,"James, Henry,",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun.",1898,0.6527185715754188,1
mdp.39015000638711,mdp.39015000638711,42269,fantasy_loc,"Le Fanu, Joseph Sheridan,",1814-1873.,New York|Garland Pub.|1979.,1978,1880,v.2,"Fantasy fiction, English",Fiction|Bibliographies,The Purcell papers,1880,0.5369686661012811,1
nyp.33433074800883,nyp.33433074800883,36043,supernat,"Bangs, John Kendrick,",,New York;Harper & brothers;1896.,1896,1896,,,,A house-boat on the Styx;,1896,0.5034866509238175,1
uc2.ark+=13960=t2j67fg4m_0,uc2.ark+=13960=t2j67fg4m,41031,fantasy_oclc,"Griffith, George Chetwynd.",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,1897,0.7935347582295179,1
mdp.39015002311325_0,mdp.39015002311325,41097,supernat,"James, Henry,",1843-1916.,New York|The Modern library|1930,1930,1898,,,Fiction,"The turn of the screw, | The lesson of the master, | $c: by Henry James, introduction by Heywood Broun.",1898,0.6601471125178632,1
inu.30000111816496_0,inu.30000111816496,69048,fantasy_oclc,"Chambers, Robert W. (Robert William),",1865-1933.,New York|Dover Publications|1970,1970,1895,,"Horror tales, American",Fiction,"The king in yellow, | and other horror stories. | $c: Selected with an introd. by E. F. Bleiler.",1895,0.6875070499236059,1
nyp.33433074939723_1,nyp.33433074939723,38497,fantasy_loc,"Besant, Walter,",,New York;Harper;1888.,1888,1888,,"Fantasy fiction, English",,The inner house,1888,0.5415097516676475,1
uc2.ark+=13960=t9474806n_1,uc2.ark+=13960=t9474806n,30493,fantasy_oclc,"Van der Naillen, A.",,San Francisco;W. Doxey;1896 [c1895,1896,1896,,,,In the sanctuary,1896,0.1669065358281147,1
nyp.33433075771133,nyp.33433075771133,40886,fantasy_loc,"Worfel, W. G.",,"Chicago;Rand, McNally;1904.",1904,1904,,"Fantasy fiction, American",,Munchausen XX,1904,0.4538604635125373,1
uc2.ark+=13960=t1qf8nf37_1,uc2.ark+=13960=t1qf8nf37,33416,fantasy_loc,,,"London;Swan, Sonnenschein & Co.;1889.",1889,1889,,"Short stories, French;Fantasy fiction",,The dead leman,1889,0.7594751562098825,1
njp.32101013998032_1,njp.32101013998032,57735,fantasy_oclc,"Ritchie, Anne Thackeray,",,New York;Harper;1875.,1875,1875,,,,"Bluebeard's keys, and other stories",1875,0.7665273878743987,1
mdp.39015063759651_0,mdp.39015063759651,56944,fantasy_oclc,"Morris, William,",,London;Reeves and Turner;1889.,1889,1889,,,,A tale of the house of the Wolfings and all the kindreds of the mark,1889,0.9067889521269225,1
uc1.$b808697_1,uc1.$b808697,47635,supernat,"Wilde, Oscar,",,"London;New York;Ward, Lock;1891",1891,1890,,,,The picture of Dorian Gray,1890,0.7887940594817026,1
njp.32101067633923_1,njp.32101067633923,65424,supernat,"Haggard, H. Rider",,London;Ward Locke & Co.;1905.,1905,1905,,,,Ayesha,1905,0.8190806940009139,1
mdp.39015057979646_1,mdp.39015057979646,43843,fantasy_oclc,"Carroll, Lewis,",,London;New York;Macmillan and Co.;1889.,1889,1889,,,,Sylvie and Bruno,1889,0.681991154566827,1
nyp.33433082303581,nyp.33433082303581,25863,fantasy_oclc,"Clapp, Eva Katherine,",,Chicago;Lansing;R. Smith Printing Co.;1901,1901,1901,,,,"Zauberlinda, the wise witch;",1901,0.8727439149509183,1
