docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
uc2.ark+=13960=t88g8gj85,uc2.ark+=13960=t88g8gj85,22669,fantasy_oclc,"Lang, Andrew,",,"Bristol;J. W. Arrowsmith;London;Simpkin, Marshall & Co.;1889.",1889,1889,,,,Prince Prigio,1889,0.4812981210085998,1
nyp.33433074878335_1,nyp.33433074878335,38888,fantasy_loc,"Le Queux, William,",,New York;Frederick A. Stokes;c1895,1895,1895,,"Fantasy fiction, English",,Stolen souls,1895,0.6425959479033687,1
uc2.ark+=13960=t82j68r7z_1,uc2.ark+=13960=t82j68r7z,54439,fantasy_oclc,"Kip, Leonard,",,Albany;The Argus Co.;1878.,1878,1878,,,,Hannibal's man,1878,0.6064262444118733,1
uc1.b117774_1,uc1.b117774,42952,fantasy_oclc|sf_oclc,"Verne, Jules,",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,,,,The clipper of the clouds,1886,0.6904863503271051,1
uc2.ark+=13960=t2j67fg4m_1,uc2.ark+=13960=t2j67fg4m,39933,fantasy_oclc,"Griffith, George Chetwynd.",,London;F. V. White;1897.,1897,1897,,,,The romance of Golden Star,1897,0.7218653186881486,1
uva.x000885514_0,uva.x000885514,39880,sf_bailey|fantasy_oclc,"Bierce, Ambrose,",,Washington;The Neale Publishing Company;1903.,1903,1893,,,,Can such things be?,1893,0.8842817732676708,1
nyp.33433074878319_1,nyp.33433074878319,63637,fantasy_loc,"Le Queux, William,",,New York;F.A. Stokes.;c1895.,1895,1895,,"Fantasy fiction, English",,Zoraida,1895,0.7499899125163884,1
nyp.33433074915343_0,nyp.33433074915343,55805,supernat|fantasy_oclc|sf_oclc,"Morris, William,",,"New York;London;Bombay;Longmans, Green, and Co.;1897.",1897,1897,,,,The water of the Wondrous isles,1897,0.7280115956294683,1
inu.32000000659617_0,inu.32000000659617,30327,fantasy_oclc,"Sharp, William,",,"Boston;Roberts Bros.; [etc., etc.;1895.",1895,1895,,,,The mountain lovers,1895,0.9815267042374266,1
uc2.ark+=13960=t1qf8nf37_0,uc2.ark+=13960=t1qf8nf37,33715,fantasy_loc,,,"London;Swan, Sonnenschein & Co.;1889.",1889,1889,,"Short stories, French;Fantasy fiction",,The dead leman,1889,0.9448020557575627,1
uc1.b117774_0,uc1.b117774,34493,fantasy_oclc|sf_oclc,"Verne, Jules,",,"London;S. Low, Marston, Searle & Rivington;1887.",1887,1886,,,,The clipper of the clouds,1886,0.666254375986713,1
nnc1.cu58361391,nnc1.cu58361391,56376,fantasy_loc,"Thurber, Alwyn M.",,Chicago;F. M. Harley Publishing Co.;c1895,1895,1895,,Fantasy fiction,,The hidden faith,1895,0.3175968322017534,1
uc2.ark+=13960=t17m0k93z_1,uc2.ark+=13960=t17m0k93z,40748,fantasy_oclc,"MacDonald, George,",,Boston;Loring;185-?,1850,1858,,,,Phantastes: A faerie romance for men and women,1858,0.8256507689439286,1
mdp.39015063759651_1,mdp.39015063759651,52797,fantasy_oclc,"Morris, William,",,London;Reeves and Turner;1889.,1889,1889,,,,A tale of the house of the Wolfings and all the kindreds of the mark,1889,0.8853344039542126,1
