docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015028478330_0,mdp.39015028478330,66315,sf_oclc,"Asimov, Isaac",1920-1992.,New York|Foundation Book|c1992.,1992,1992,,Fiction,Science fiction|Fiction,The ugly little boy,1992,0.5652792609908646,1
mdp.49015002934611_1,mdp.49015002934611,65005,sf_loc,"Bond, Nelson Slade",1908-,"Sauk City, Wis.|Arkham House Publishers|2002.",2002,2002,,"Science fiction, American",Fiction,The far side of nowhere,2002,0.5305161459852571,1
mdp.39015032718663_1,mdp.39015032718663,70390,sf_oclc,"Eddings, David",,New York|Ballantine Books|1994.,1994,1994,,,Fiction|Fantastic fiction,The hidden city,1994,0.5463459567916478,1
mdp.39015050470460_0,mdp.39015050470460,98496,sf_oclc,"Turtledove, Harry",,New York|Ballantine Pub. Group|c2001.,2001,2001,,"Fiction|World War, 1939-1945",Fiction|Science fiction|Alternative histories,Colonization--aftershocks,2001,0.5430322186524174,1
mdp.39015041888606_2,mdp.39015041888606,40392,sf_loc,"Robinson, Kim Stanley",,New York|Bantam Books|1999.,1999,1999,,"Fiction|Science fiction, American",Fiction,The Martians,1999,0.5212028065956659,1
mdp.39015070114023,mdp.39015070114023,55913,sf_loc,"Datta, Sukanya",1961-,New Delhi|National Book Trust|2006.,2006,2006,,"Science fiction, Indic (English)",Fiction,Once upon a blue moon : | science fiction stories,2006,0.5252104339976927,1
uc1.32106018321726_1,uc1.32106018321726,65855,sf_oclc,"Haldeman, Joe W",,New York|Ace Books|1997,1997,1997,,Fiction|Imaginary wars and battles,Fiction|War stories|Science fiction|Psychological fiction,Forever peace,1997,0.5485697829595475,1
mdp.39015060005744_0,mdp.39015060005744,52902,sf_oclc,"King, Stephen",1947-,New York|Viking|2003.,2003,2003,,Roland (Fictitious character : King)|Fiction,Fiction|Fantasy fiction,The drawing of the three,2003,0.506529382486044,1
mdp.39015073909411_1,mdp.39015073909411,63182,sf_oclc,"Thomas, Jeffrey",,"Hyattsville, MD|Raw Dog Screaming Press|c2004.",2004,2004,,,Novel|Science fiction,Everybody scream!,2004,0.5374065849041518,1
mdp.39015034223597_1,mdp.39015034223597,50767,sf_oclc,"Hambly, Barbara",,New York|Bantam|1995.,1995,1995,,"Fiction|Skywalker, Luke (Fictitious character)|Solo, Han (Fictitious character)|Leia, Princess (Fictitious character)",Science fiction|Fiction,Children of the Jedi,1995,0.6225748042215924,1
mdp.39015041888606_1,mdp.39015041888606,55575,sf_loc,"Robinson, Kim Stanley",,New York|Bantam Books|1999.,1999,1999,,"Fiction|Science fiction, American",Fiction,The Martians,1999,0.5228340323339891,1
mdp.39015066897003_1,mdp.39015066897003,52994,sf_loc,"Reynolds, Alastair",1966-,London|Gollancz|2006.,2006,2006,,"Fiction|Technology and civilization|Science fiction, English",Fiction,Galactic North,2006,0.6006459948761492,1
mdp.39015059975782_0,mdp.39015059975782,71950,sf_oclc,"King, Stephen",1947-,New York|Viking|2003.,2003,2003,,Fiction|Roland (Fictitious character : King),Fiction,The waste lands,2003,0.5067210895544503,1
mdp.39015061469337_1,mdp.39015061469337,73557,sf_oclc,"Keyes, J. Gregory",1963-,New York|Del Rey|c2003.,2003,2003,,,Novel|Fantasy fiction,The Briar king,2003,0.5402417251578912,1
mdp.39015066843502_2,mdp.39015066843502,47919,sf_oclc,"Robb, J. D",1950-,New York|G.P. Putnam's Sons|c2007.,2007,2007,,"Fiction|New York|Teachers|New York (State)|Police|Dallas, Eve (Fictitious character)",Fiction|Mystery fiction,Innocent in death,2007,0.496986632869861,1
pst.000021664502_0,pst.000021664502,56188,sf_oclc,"Stith, John E",,New York|Ace Books|1990.,1990,1990,,,NotFiction,Redshift rendezvous,1990,0.6208245926479913,1
mdp.39015054285773_0,mdp.39015054285773,95576,sf_oclc,"Robinson, Kim Stanley",,New York|Bantam Books|c2002.,2002,2002,,Fiction|Black Death,NotFiction,The years of rice and salt,2002,0.48348506381855866,1
