docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015061465624_1,mdp.39015061465624,87422,fantasy_loc|sf_oclc,,,New York|Gramercy Books|Distributed by Outlet Book Co.|1991.,1991,1946,,"Horror tales, American|Fantasy fiction, American",Short stories,Famous fantastic mysteries : | 30 great tales of fantasy and horror from the classic pulp magazines Famous fantastic mysteries & Fantastic novels,1946,0.9091802823239892,1
mdp.39015014165461_0,mdp.39015014165461,94534,sf_loc,,,New York|Crown Pub.|1948.,1948,1948,,"Science fiction, American",Fiction,A treasury of science fiction,1948,0.9996321209360313,1
uc1.$b348189_2,uc1.$b348189,106794,sf_loc,"Conklin, Groff,",1904-1968.,New York|Crown Publishers|1946,1946,1946,,Science fiction|Short stories,Short stories,"The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.",1946,0.9997129385999456,1
mdp.39015001600769_1,mdp.39015001600769,30742,sf_oclc,"��apek, Karel,",1890-1938.,London|G. Allen & Unwin ltd|1944,1944,1922,,,UnknownGenre,The absolute at large | $c: [by] Karel ��apek.,1922,0.5027139795673181,1
uc1.$b102273_0,uc1.$b102273,56031,sf_oclc,"Gellhorn, Martha,",1908-1998.,New York|C. Scribner's Sons|1944.,1944,1944,,,NotFiction,Liana,1944,9.968520458304195e-05,1
uc1.$b102273_1,uc1.$b102273,57307,sf_oclc,"Gellhorn, Martha,",1908-1998.,New York|C. Scribner's Sons|1944.,1944,1944,,,NotFiction,Liana,1944,0.0008010428087895413,1
mdp.39015009199327_1,mdp.39015009199327,52204,sf_loc|sf_oclc,"Stewart, George R.,",1895-1980.,Boston|Houghton Mifflin|1949,1949,1949,,,NotFiction,Earth abides,1949,0.4381488730824218,1
mdp.49015001024521_2,mdp.49015001024521,85235,sf_loc,"Weinbaum, Stanley Grauman,",1902-1935.,"Westport, Conn.|Hyperion Press|1974",1974,1934,,"Science fiction, American",Fiction,A Martian Odyssey and other science fiction tales; | $c: the collected short stories of Stanley G. Weinbaum. Introd. by Sam Moskowitz.,1934,0.9843285593818424,1
uc2.ark+=13960=t7sn01t31_1,uc2.ark+=13960=t7sn01t31,36495,sf_oclc,"Oppenheim, E. Phillips",,"Boston;Little, Brown and Company;1922.",1922,1922,,,,The great Prince Shan,1922,0.12985812131528165,1
uc1.b3541070_2,uc1.b3541070,106856,sf_loc,"Conklin, Groff,",1904-1968.,New York|Crown Publishers|1946,1946,1946,,Science fiction|Short stories,Short stories,"The best of science fiction, | $c: edited with an introduction by Groff Conklin. Preface by John W. Campbell, jr.",1946,0.9997627735975693,1
uc1.b4562654_3,uc1.b4562654,71984,sf_loc,"Healy, Raymond J.",,New York|Random house|1946,1946,1946,,Science fiction,NotFiction,"Adventures in time and space, | an anthology of modern science-fiction stories, | $c: edited by Raymond J. Healy and J. Francis McComas.",1946,0.9999261470732472,1
pst.000013933951_0,pst.000013933951,57728,sf_oclc,"Lindsay, David,",1876-1945.,"New York|Ballantine Books|1973, c1963].",1963,1920,,,NotFiction,A voyage to Arcturus,1920,0.9982234112730044,1
mdp.39015030931284_2,mdp.39015030931284,54759,fantasy_oclc|sf_loc,"Derleth, August William,",1909-1971.,New York|Pellegrini & Cudahy|1949,1949,1949,,Science fiction,NotFiction,The other side of the moon. | [Stories],1949,0.9999002977119739,1
uc1.$b86033_1,uc1.$b86033,56490,fantasy_oclc|sf_oclc,"Bond, Nelson Slade,",1908-,New York|Coward-McCann|1946,1946,1946,,,NotFiction,Mr. Mergenthwirker's lobblies and other fantastic tales,1946,0.979529386365656,1
pst.000029583676_0,pst.000029583676,40359,sf_oclc,"Burroughs, Edgar Rice,",1875-1950.,New York|Ace Books|1931].,1931,1931,,,NotFiction,The land of hidden men.,1931,0.9972474270946141,1
mdp.39015004760586_2,mdp.39015004760586,89679,sf_loc,"Wollheim, Donald A.",,New York|The Viking press|1945.,1945,1945,,Science fiction,NotFiction,"The portable novels of science,",1945,0.7994779081663833,1
