docid,htid,tokens,tags,author,authordate,imprint,inferreddate,firstpub,enumcron,subjects,genres,title,std_date,probability,realclass
mdp.39015010450529_1,mdp.39015010450529,49552,sf_oclc,"Heinlein, Robert A. (Robert Anson)",1907-1988.,"New York|Putnam ; distributed by Berkley Publishing Corp.|1968, c1966.",1966,1966,,,Fiction,The moon is a harsh mistress,1966,0.67845903485897,1
mdp.39015008828157_1,mdp.39015008828157,32851,sf_oclc|fantasy_oclc,"Vance, Jack",1916-,"New York|Pocket Books|1977 printing, c1950.",0,1950,,,Fiction,The dying earth,1950,0.8433995709659429,1
mdp.39076005189357_0,mdp.39076005189357,82195,sf_loc,"Boucher, Anthony",1911-1968.,"Garden City, N.Y.|Doubleday|1959.",1959,1949,,Science fiction,Fiction,A treasury of great science fiction; | $c: edited by Anthony Boucher [pseud.,1949,0.5266009496537349,1
mdp.39015069234717_1,mdp.39015069234717,93294,sf_loc,"Dick, Philip K",,New York|Library of America|2007.,2007,1965,,"Science fiction, American",Fiction,Four novels of the 1960s,1965,0.707033565674772,1
uc1.$b785374_1,uc1.$b785374,37324,sf_oclc,"Joseph, M. K",,London|Gollancz|1967.,1967,1967,,,NotFiction,The hole in the zero:,1967,0.8291006659425904,1
mdp.39015042474877_1,mdp.39015042474877,84666,sf_oclc,"Vance, Jack",1916-,"Garden City, NY|SFBC|1998.",1998,1966,,,Science fiction|Fiction,The complete dying earth,1966,0.7044472691652193,1
uc1.b4094525_0,uc1.b4094525,53559,sf_loc,"Heinlein, Robert A. (Robert Anson)",1907-1988.,Chicago|Shasta Publishers|1950,1950,1950,,"Science fiction, American",Fiction,The man who sold the moon ; | Harriman and the escape from Earth to the Moon!,1950,0.8730718218004818,1
uc1.$b799823_0,uc1.$b799823,30855,sf_loc,"Hough, Donald",1895-,"New York|Duell, Sloan and Pearce|1946",1946,1946,,"Science fiction, American",Fiction,The camelephamoose | $c: [by] Donald Hough.,1946,0.40895837620566033,1
pst.000044217853_1,pst.000044217853,34519,sf_oclc,"Burgess, Anthony",1917-1993,"Cutchogue, N.Y.|Buccaneer Books|c1962.",1962,1962,,,Science fiction|NotFiction,A clockwork orange,1962,0.22829024192192582,1
inu.39000002826803_0,inu.39000002826803,50468,sf_loc,"Bleiler, Everett Franklin",1920-,"New York|Farrar, Straus and Young|1952",1952,1952,,Science fiction,NotFiction,"Imagination unlimited, | science-fiction and science, | $c: edited by Everett F. Bleiler and T. E. Dikty.",1952,0.9327192179092982,1
